Rank,Time,Athlete,Year,Event,Gender
2296,3.33,MacKay USA,2025,1500m,Female
2296,3.33,Martínez,2025,1500m,Female
2309,3.35,Jones,2025,1500m,Female
2345,3.39,Lizakowska,2025,1500m,Female
2376,3.44,Current,2025,1500m,Female
2376,3.44,Gay,2025,1500m,Female
2389,3.46,Barton,2025,1500m,Female
2436,3.51,Bouzayani,2025,1500m,Female
2447,3.53,Griffith,2025,1500m,Female
2457,3.54,Stafford,2025,1500m,Female
2482,3.57,Weßel,2025,1500m,Female
2496,3.59,Wallace,2025,1500m,Female
2504,3.6,Meshesha,2025,1500m,Female
2513,3.61,Weßel,2025,1500m,Female
2535,3.64,DeBues-Stafford,2025,1500m,Female
2543,3.65,Lizakowska,2025,1500m,Female
2622,3.74,Snowden GBR,2025,1500m,Female
2642,3.76,Caldwell,2025,1500m,Female
2652,3.77,Johnson,2025,1500m,Female
2659,3.78,Rawlings,2025,1500m,Female
2668,3.79,Ryan,2025,1500m,Female
2685,3.81,DeBues-Stafford,2025,1500m,Female
2701,3.83,Plourde,2025,1500m,Female
2782,3.93,Guerrero,2025,1500m,Female
2820,3.98,Chamberlain,2025,1500m,Female
2849,4.01,Jepkosgei,2025,1500m,Female
2866,4.04,Rawlings,2025,1500m,Female
2876,4.05,Guerrero,2025,1500m,Female
2876,4.05,Morris,2025,1500m,Female
2901,4.09,Pérez,2025,1500m,Female
2930,4.12,Gay,2025,1500m,Female
2939,4.13,Marqués,2025,1500m,Female
2955,4.15,Guerrero,2025,1500m,Female
2961,4.16,Tanaka,2025,1500m,Female
3031,4.22,Hoffmann,2025,1500m,Female
3037,4.23,MacKay,2025,1500m,Female
3099,4.29,Wind,2025,1500m,Female
3138,4.33,Calvert,2025,1500m,Female
3151,4.35,Marqués,2025,1500m,Female
3151,4.35,Koster,2025,1500m,Female
3181,4.37,Cavalli,2025,1500m,Female
3190,4.38,MacKay,2025,1500m,Female
3204,4.4,May NZL,2025,1500m,Female
3204,4.4,Fulton,2025,1500m,Female
3204,4.4,Hull,2025,1500m,Female
3220,4.41,Fleury,2025,1500m,Female
3241,4.43,Jennings USA,2025,1500m,Female
3271,4.46,Stafford,2025,1500m,Female
3285,4.48,Stafford,2025,1500m,Female
3292,4.49,Guillemot,2025,1500m,Female
3311,4.51,Skyring,2025,1500m,Female
3320,4.53,Martínez,2025,1500m,Female
3373,4.59,Johnson,2025,1500m,Female
3395,4.61,Rawlings,2025,1500m,Female
3421,4.64,Kallabis,2025,1500m,Female
3477,4.7,Schlachtenhaufen,2025,1500m,Female
3494,4.72,Appleton,2025,1500m,Female
3516,4.74,MacLean,2025,1500m,Female
3538,4.76,Houlihan USA,2025,1500m,Female
3570,4.79,Sabbatini,2025,1500m,Female
3581,4.8,McArthur,2025,1500m,Female
3598,4.81,Fulton,2025,1500m,Female
3606,4.82,Genale,2025,1500m,Female
3616,4.83,Wind,2025,1500m,Female
3658,4.87,Cleyet-Merle,2025,1500m,Female
3709,4.91,Felicitas Krause,2025,1500m,Female
3719,4.92,Abera,2025,1500m,Female
3719,4.92,Madeleiene,2025,1500m,Female
3729,4.93,Jones,2025,1500m,Female
3729,4.93,Sabbatini,2025,1500m,Female
3750,4.95,Stafford CAN,2025,1500m,Female
3781,4.98,Koster,2025,1500m,Female
3793,4.99,DeLay,2025,1500m,Female
3793,4.99,Ewoi,2025,1500m,Female
301,58.09,Hollingsworth,2026,1500m,Female
1953,2.82,Caldwell,2026,1500m,Female
2939,4.13,Caldwell,2026,1500m,Female
2527,22.58,Irena Szewinska POL 24.05.46,1968,200m,Female
1355,22.4,Renate Stecher,1972,200m,Female
1590,22.45,Raelene Boyle,1972,200m,Female
1242,22.38,Renate Stecher,1973,200m,Female
1301,22.39,Mona-Lisa Pursiainen,1973,200m,Female
591,22.21,Irena Szewinska,1974,200m,Female
1392,22.41,Irena Szewinska,1974,200m,Female
1486,22.43,Irena Szewinska,1974,200m,Female
1841,22.49,Irena Szewinska,1974,200m,Female
1915,22.5,Raelene Boyle,1974,200m,Female
1990,22.51,Irena Szewinska,1974,200m,Female
1533,22.44,Stecher,1975,200m,Female
1915,22.5,Stecher,1975,200m,Female
1187,22.37,Bärbel Wöckel,1976,200m,Female
1301,22.39,Annegret Richter,1976,200m,Female
1392,22.41,Irena Szewinska,1976,200m,Female
1533,22.44,Renate Stecher,1976,200m,Female
1590,22.45,Renate Stecher,1976,200m,Female
1738,22.47,Renate Stecher,1976,200m,Female
2527,22.58,Irena Szewinska,1976,200m,Female
1187,22.37,Irena Szewinska,1977,200m,Female
1242,22.38,Marita Koch,1977,200m,Female
1841,22.49,Irena Szewinska,1977,200m,Female
2058,22.52,Bärbel Wöckel,1977,200m,Female
2265,22.55,Marita Koch,1977,200m,Female
276,22.06,Marita Koch,1978,200m,Female
286,22.07,Koch,1978,200m,Female
504,22.18,Marita Koch,1978,200m,Female
1242,22.38,Marlies Göhr,1978,200m,Female
2058,22.52,Lyudmila Kondratyeva,1978,200m,Female
2115,22.53,Marlies Göhr,1978,200m,Female
20,21.71,Marita Koch,1979,200m,Female
69,21.83,Evelyn Ashford,1979,200m,Female
110,21.91,Marita Koch GDR 18.02.57,1979,200m,Female
215,22.02,Marita Koch,1979,200m,Female
257,22.05,Marita Koch,1979,200m,Female
712,22.25,Marita Koch,1979,200m,Female
786,22.27,Evelyn Ashford,1979,200m,Female
971,22.32,Marita Koch GDR 18.02.57,1979,200m,Female
1014,22.33,Lyudmila Kondratyeva,1979,200m,Female
1144,22.36,Marlies Göhr,1979,200m,Female
1355,22.4,Marita Koch,1979,200m,Female
1355,22.4,Lyudmila Kondratyeva,1979,200m,Female
1590,22.45,Evelyn Ashford USA,1979,200m,Female
1666,22.46,Lyudmila Kondratyeva,1979,200m,Female
1915,22.5,Marlies Göhr,1979,200m,Female
2058,22.52,Marita Koch GDR 18.02.57,1979,200m,Female
2441,22.57,Marlies Göhr,1979,200m,Female
2527,22.58,Marita Koch,1979,200m,Female
204,22.01,Bärbel Wöckel,1980,200m,Female
237,22.03,Bärbel Wöckel,1980,200m,Female
530,22.19,Bärbel Wöckel,1980,200m,Female
530,22.19,Natalya Bochina,1980,200m,Female
562,22.2,Merlene Ottey,1980,200m,Female
741,22.26,Natalya Bochina,1980,200m,Female
920,22.31,Lyudmila Kondratyeva,1980,200m,Female
920,22.31,Kathy Cook,1980,200m,Female
971,22.32,Merlene Ottey,1980,200m,Female
1053,22.34,Marita Koch,1980,200m,Female
1053,22.34,Merlene Ottey,1980,200m,Female
1096,22.35,Denise Boyd,1980,200m,Female
1242,22.38,Brenda Morehead,1980,200m,Female
1435,22.42,Merlene Ottey,1980,200m,Female
1486,22.43,Merlene Ottey,1980,200m,Female
1590,22.45,Marlies Göhr,1980,200m,Female
1590,22.45,Natalya Bochina,1980,200m,Female
1590,22.45,Merlene Ottey,1980,200m,Female
1738,22.47,Romy Müller,1980,200m,Female
2058,22.52,Romy Müller,1980,200m,Female
2115,22.53,Jarmila Kratochvílová,1980,200m,Female
2194,22.54,Bärbel Wöckel,1980,200m,Female
2265,22.55,Gesine Walther,1980,200m,Female
2265,22.55,Romy Müller,1980,200m,Female
2356,22.56,Merlene Ottey,1980,200m,Female
2441,22.57,Natalya Bochina,1980,200m,Female
2527,22.58,Sonia Lannaman,1980,200m,Female
73,21.84,Evelyn Ashford,1981,200m,Female
152,21.97,Jarmila Kratochvílová,1981,200m,Female
286,22.07,Jarmila Kratochvílová,1981,200m,Female
286,22.07,Bärbel Wöckel,1981,200m,Female
504,22.18,Evelyn Ashford,1981,200m,Female
530,22.19,Bärbel Wöckel,1981,200m,Female
741,22.26,Jarmila Kratochvílová,1981,200m,Female
786,22.27,Bärbel Wöckel,1981,200m,Female
786,22.27,Jarmila Kratochvílová,1981,200m,Female
814,22.28,Bärbel Wöckel,1981,200m,Female
882,22.3,Evelyn Ashford,1981,200m,Female
920,22.31,Jarmila Kratochvílová,1981,200m,Female
1096,22.35,Ottey JAM,1981,200m,Female
1355,22.4,Jarmila Kratochvílová,1981,200m,Female
1392,22.41,Bärbel Wöckel,1981,200m,Female
1435,22.42,Gesine Walther,1981,200m,Female
1533,22.44,Evelyn Ashford USA,1981,200m,Female
1590,22.45,Jarmila Kratochvílová,1981,200m,Female
1915,22.5,Jarmila Kratochvílová CZE,1981,200m,Female
1915,22.5,Kirsten Emmelmann,1981,200m,Female
2265,22.55,Merlene Ottey,1981,200m,Female
2441,22.57,Merlene Ottey,1981,200m,Female
2527,22.58,Kathy Cook,1981,200m,Female
33,21.76,Marita Koch,1982,200m,Female
247,22.04,Bärbel Wöckel,1982,200m,Female
344,22.1,Evelyn Ashford,1982,200m,Female
399,22.13,Kathy Cook,1982,200m,Female
461,22.16,Bärbel Wöckel,1982,200m,Female
484,22.17,Merlene Ottey,1982,200m,Female
530,22.19,Bärbel Wöckel,1982,200m,Female
678,22.24,Gesine Walther,1982,200m,Female
712,22.25,Bärbel Wöckel,1982,200m,Female
843,22.29,Merlene Ottey,1982,200m,Female
1096,22.35,Gesine Walther,1982,200m,Female
1144,22.36,Jarmila Kratochvílová,1982,200m,Female
1187,22.37,Jarmila Kratochvílová,1982,200m,Female
1187,22.37,Sabine Günther,1982,200m,Female
1301,22.39,Florence Griffith-Joyner,1982,200m,Female
1392,22.41,Merlene Ottey,1982,200m,Female
1666,22.46,Merlene Ottey,1982,200m,Female
1666,22.46,Gesine Walther,1982,200m,Female
1738,22.47,Sabine Günther,1982,200m,Female
1841,22.49,Jarmila Kratochvílová,1982,200m,Female
1990,22.51,Sabine Günther,1982,200m,Female
2115,22.53,Kathy Cook,1982,200m,Female
2527,22.58,Florence Griffith-Joyner,1982,200m,Female
2624,22.59,Randy Givens,1982,200m,Female
64,21.82,Marita Koch,1983,200m,Female
94,21.88,Evelyn Ashford,1983,200m,Female
177,21.99,Chandra Cheeseborough,1983,200m,Female
215,22.02,Marita Koch,1983,200m,Female
399,22.13,Marita Koch,1983,200m,Female
530,22.19,Merlene Ottey,1983,200m,Female
562,22.2,Merlene Ottey,1983,200m,Female
647,22.23,Florence Griffith-Joyner,1983,200m,Female
741,22.26,Kathy Cook,1983,200m,Female
786,22.27,Florence Griffith-Joyner,1983,200m,Female
920,22.31,Randy Givens,1983,200m,Female
1187,22.37,Kathy Cook,1983,200m,Female
1242,22.38,Merlene Ottey,1983,200m,Female
1301,22.39,Merlene Ottey,1983,200m,Female
1355,22.4,Evelyn Ashford,1983,200m,Female
1355,22.4,Jarmila Kratochvílová,1983,200m,Female
1355,22.4,Marita Koch,1983,200m,Female
1392,22.41,Merlene Ottey,1983,200m,Female
1392,22.41,Alice Brown,1983,200m,Female
1435,22.42,Nadezhda Georgieva,1983,200m,Female
1435,22.42,Florence Griffith-Joyner,1983,200m,Female
1435,22.42,Bärbel Wöckel,1983,200m,Female
1533,22.44,Nadezhda Georgieva,1983,200m,Female
1590,22.45,Merlene Ottey,1983,200m,Female
1666,22.46,Florence Griffith-Joyner,1983,200m,Female
1666,22.46,Grace Jackson,1983,200m,Female
1666,22.46,Kratochvílová,1983,200m,Female
1738,22.47,Florence Griffith-Joyner,1983,200m,Female
1738,22.47,Grace Jackson,1983,200m,Female
1738,22.47,Randy Givens,1983,200m,Female
1841,22.49,Chandra Cheeseborough,1983,200m,Female
1915,22.5,Tatána Kocembová,1983,200m,Female
2058,22.52,Bärbel Wöckel GDR,1983,200m,Female
2058,22.52,Merlene Ottey,1983,200m,Female
2194,22.54,Bärbel Wöckel,1983,200m,Female
2265,22.55,Bärbel Wöckel,1983,200m,Female
2265,22.55,Florence Griffith-Joyner,1983,200m,Female
2356,22.56,Jarmila Kratochvílová,1983,200m,Female
2356,22.56,Marita Koch,1983,200m,Female
2356,22.56,Tatána Kocembová,1983,200m,Female
2356,22.56,Chandra Cheeseborough USA,1983,200m,Female
2441,22.57,Kathy Cook,1983,200m,Female
2527,22.58,Merlene Ottey,1983,200m,Female
2527,22.58,Anelia Nuneva,1983,200m,Female
2624,22.59,Randy Givens,1983,200m,Female
2624,22.59,Rose-Aimee Bacoul,1983,200m,Female
20,21.71,Marita Koch,1984,200m,Female
28,21.74,Marlies Göhr,1984,200m,Female
53,21.81,Valerie Brisco USA,1984,200m,Female
80,21.85,Bärbel Wöckel,1984,200m,Female
90,21.87,Marita Koch,1984,200m,Female
247,22.04,Florence Griffith-Joyner USA,1984,200m,Female
324,22.09,Merlene Ottey JAM,1984,200m,Female
344,22.1,Kathy Cook GBR,1984,200m,Female
344,22.1,Bärbel Wöckel,1984,200m,Female
399,22.13,Marita Koch,1984,200m,Female
425,22.14,Valerie Brisco,1984,200m,Female
442,22.15,Bärbel Wöckel,1984,200m,Female
461,22.16,Valerie Brisco USA,1984,200m,Female
484,22.17,Marita Koch,1984,200m,Female
530,22.19,Bärbel Wöckel,1984,200m,Female
562,22.2,Merlene Ottey JAM,1984,200m,Female
562,22.2,Grace Jackson JAM,1984,200m,Female
591,22.21,Kathy Cook,1984,200m,Female
619,22.22,Marlies Göhr,1984,200m,Female
619,22.22,Marita Koch,1984,200m,Female
712,22.25,Kathy Cook,1984,200m,Female
741,22.26,Valerie Brisco,1984,200m,Female
786,22.27,Florence Griffith-Joyner USA,1984,200m,Female
814,22.28,Valerie Brisco USA,1984,200m,Female
971,22.32,Gesine Walther,1984,200m,Female
971,22.32,Grace Jackson JAM,1984,200m,Female
1014,22.33,Grace Jackson JAM,1984,200m,Female
1014,22.33,Florence Griffith-Joyner USA,1984,200m,Female
1053,22.34,Gesine Walther,1984,200m,Female
1096,22.35,Marlies Göhr,1984,200m,Female
1096,22.35,Merlene Ottey,1984,200m,Female
1144,22.36,Randy Givens USA,1984,200m,Female
1242,22.38,Kathy Cook GBR,1984,200m,Female
1242,22.38,Grace Jackson,1984,200m,Female
1355,22.4,Florence Griffith-Joyner USA,1984,200m,Female
1435,22.42,Ewa Kasprzyk,1984,200m,Female
1590,22.45,Natalya Bochina,1984,200m,Female
1738,22.47,Valerie Brisco USA,1984,200m,Female
1738,22.47,Tatána Kocembová,1984,200m,Female
1738,22.47,Chandra Cheeseborough,1984,200m,Female
1990,22.51,Nadezhda Georgieva,1984,200m,Female
2058,22.52,Grace Jackson JAM,1984,200m,Female
2115,22.53,Grace Jackson,1984,200m,Female
2115,22.53,Merlene Ottey JAM,1984,200m,Female
2115,22.53,Rose-Aimee Bacoul FRA,1984,200m,Female
2115,22.53,Tatána Kocembová,1984,200m,Female
2356,22.56,Bärbel Wöckel,1984,200m,Female
2356,22.56,Florence Griffith-Joyner USA,1984,200m,Female
2441,22.57,Jarmila Kratochvílová,1984,200m,Female
2441,22.57,Rose-Aimee Bacoul FRA,1984,200m,Female
2441,22.57,Merlene Ottey JAM,1984,200m,Female
2624,22.59,Florence Griffith-Joyner USA,1984,200m,Female
2624,22.59,Randy Givens USA,1984,200m,Female
42,21.78,Marita Koch,1985,200m,Female
107,21.9,Marita Koch,1985,200m,Female
121,21.93,Merlene Ottey,1985,200m,Female
159,21.98,Valerie Brisco,1985,200m,Female
215,22.02,Marita Koch,1985,200m,Female
237,22.03,Marita Koch,1985,200m,Female
379,22.12,Silke Möller,1985,200m,Female
461,22.16,Merlene Ottey JAM,1985,200m,Female
530,22.19,Marita Koch,1985,200m,Female
1187,22.37,Silke Möller,1985,200m,Female
1301,22.39,Pam Marshall,1985,200m,Female
1301,22.39,Ottey,1985,200m,Female
1533,22.44,Olga Bryzgina,1985,200m,Female
1666,22.46,Marita Koch,1985,200m,Female
1666,22.46,Olga Bryzgina,1985,200m,Female
1666,22.46,Florence Griffith-Joyner,1985,200m,Female
1666,22.46,Marina Zhirova,1985,200m,Female
1841,22.49,Valerie Brisco,1985,200m,Female
1915,22.5,Elvira Barbashina,1985,200m,Female
1915,22.5,Florence Griffith-Joyner,1985,200m,Female
2115,22.53,Olga Bryzgina,1985,200m,Female
2265,22.55,Kirsten Emmelmann,1985,200m,Female
2265,22.55,Pam Marshall,1985,200m,Female
2356,22.56,Heike-Elke Gaugel,1985,200m,Female
2441,22.57,Grace Jackson,1985,200m,Female
2441,22.57,Valerie Brisco USA,1985,200m,Female
2527,22.58,Grace Jackson,1985,200m,Female
2624,22.59,Irina Slyusar,1985,200m,Female
2624,22.59,Grace Jackson,1985,200m,Female
20,21.71,Heike Drechsler,1986,200m,Female
152,21.97,Evelyn Ashford,1986,200m,Female
276,22.06,Evelyn Ashford,1986,200m,Female
286,22.07,Silke Möller,1986,200m,Female
344,22.1,Heike Drechsler,1986,200m,Female
379,22.12,Pam Marshall,1986,200m,Female
399,22.13,Heike Drechsler,1986,200m,Female
399,22.13,Ewa Kasprzyk,1986,200m,Female
484,22.17,Evelyn Ashford,1986,200m,Female
530,22.19,Ewa Kasprzyk,1986,200m,Female
562,22.2,Marita Koch,1986,200m,Female
678,22.24,Valerie Brisco,1986,200m,Female
741,22.26,Evelyn Ashford,1986,200m,Female
741,22.26,Valerie Brisco,1986,200m,Female
786,22.27,Elvira Barbashina,1986,200m,Female
814,22.28,Pam Marshall,1986,200m,Female
843,22.29,Silke Möller,1986,200m,Female
882,22.3,Evelyn Ashford USA,1986,200m,Female
882,22.3,Valerie Brisco,1986,200m,Female
920,22.31,Silke Möller,1986,200m,Female
920,22.31,Evelyn Ashford,1986,200m,Female
971,22.32,Marie-Christine Cazier,1986,200m,Female
1014,22.33,Heike Drechsler,1986,200m,Female
1053,22.34,Ewa Kasprzyk,1986,200m,Female
1187,22.37,Silke Möller,1986,200m,Female
1242,22.38,Evelyn Ashford,1986,200m,Female
1242,22.38,Silke Möller,1986,200m,Female
1301,22.39,Grace Jackson JAM,1986,200m,Female
1435,22.42,Evette de Klerk,1986,200m,Female
1486,22.43,Merlene Ottey,1986,200m,Female
1590,22.45,Heike Drechsler,1986,200m,Female
1590,22.45,Silke Möller,1986,200m,Female
1590,22.45,Marie-Christine Cazier,1986,200m,Female
1666,22.46,Merlene Ottey,1986,200m,Female
1666,22.46,Marina Molokova,1986,200m,Female
1666,22.46,Ewa Kasprzyk,1986,200m,Female
1841,22.49,Silke Möller,1986,200m,Female
1841,22.49,Ewa Kasprzyk,1986,200m,Female
1990,22.51,Marie-Christine Cazier,1986,200m,Female
1990,22.51,Maya Azarashvili,1986,200m,Female
2058,22.52,Heike Drechsler,1986,200m,Female
2115,22.53,Diane Dixon USA,1986,200m,Female
2115,22.53,Gwen Torrence,1986,200m,Female
2115,22.53,Ewa Kasprzyk,1986,200m,Female
2194,22.54,Valerie Brisco,1986,200m,Female
2194,22.54,Ewa Kasprzyk,1986,200m,Female
2194,22.54,Merlene Ottey,1986,200m,Female
2265,22.55,Evette de Klerk,1986,200m,Female
2265,22.55,Silke Möller,1986,200m,Female
2265,22.55,Marita Koch,1986,200m,Female
2356,22.56,Pam Marshall,1986,200m,Female
2441,22.57,Ewa Kasprzyk,1986,200m,Female
2441,22.57,Silke Möller,1986,200m,Female
2527,22.58,Olga Bryzgina,1986,200m,Female
2527,22.58,Anelia Nuneva,1986,200m,Female
2527,22.58,Ewa Kasprzyk,1986,200m,Female
2624,22.59,Randy Givens USA,1986,200m,Female
2624,22.59,Valerie Brisco,1986,200m,Female
2624,22.59,Pam Marshall,1986,200m,Female
28,21.74,Silke Möller,1987,200m,Female
46,21.79,Silke Möller,1987,200m,Female
145,21.96,Florence Griffith-Joyner,1987,200m,Female
177,21.99,Silke Möller,1987,200m,Female
204,22.01,Anelia Nuneva,1987,200m,Female
237,22.03,Silke Möller,1987,200m,Female
276,22.06,Pam Marshall,1987,200m,Female
276,22.06,Merlene Ottey,1987,200m,Female
504,22.18,Heike Drechsler,1987,200m,Female
504,22.18,Pam Marshall,1987,200m,Female
562,22.2,Florence Griffith-Joyner USA,1987,200m,Female
619,22.22,Merlene Ottey,1987,200m,Female
619,22.22,Silke Möller,1987,200m,Female
678,22.24,Pam Marshall,1987,200m,Female
814,22.28,Valerie Brisco,1987,200m,Female
843,22.29,Merlene Ottey,1987,200m,Female
1014,22.33,Anelia Nuneva,1987,200m,Female
1053,22.34,Grace Jackson JAM,1987,200m,Female
1096,22.35,Florence Griffith-Joyner USA,1987,200m,Female
1242,22.38,Lillie Leatherwood,1987,200m,Female
1242,22.38,Florence Griffith-Joyner,1987,200m,Female
1355,22.4,Gwen Torrence,1987,200m,Female
1435,22.42,Mariya Pinigina,1987,200m,Female
1486,22.43,Valerie Brisco,1987,200m,Female
1486,22.43,Merlene Ottey,1987,200m,Female
1486,22.43,Pam Marshall,1987,200m,Female
1533,22.44,Gwen Torrence,1987,200m,Female
1533,22.44,Nadezhda Georgieva,1987,200m,Female
1533,22.44,Silke Möller,1987,200m,Female
1738,22.47,Natalya German,1987,200m,Female
1841,22.49,Gwen Torrence,1987,200m,Female
1841,22.49,Pauline Davis-Thompson,1987,200m,Female
1841,22.49,Vineta Ikauniece,1987,200m,Female
1915,22.5,Nadezhda Georgieva,1987,200m,Female
2058,22.52,Maya Azarashvili,1987,200m,Female
2058,22.52,Mary Onyali,1987,200m,Female
2058,22.52,Ewa Kasprzyk,1987,200m,Female
2194,22.54,Silke Möller,1987,200m,Female
2194,22.54,Mary Onyali,1987,200m,Female
2265,22.55,Evelyn Ashford USA,1987,200m,Female
2265,22.55,Nadezhda Georgieva,1987,200m,Female
2356,22.56,Mary Onyali NGR,1987,200m,Female
2356,22.56,Florence Griffith-Joyner,1987,200m,Female
2441,22.57,Randy Givens USA,1987,200m,Female
2441,22.57,Anelia Nuneva,1987,200m,Female
2527,22.58,Pam Marshall,1987,200m,Female
2527,22.58,Marina Molokova,1987,200m,Female
2624,22.59,Juliet Cuthbert,1987,200m,Female
1,21.34,Florence Griffith-Joyner,1988,200m,Female
7,21.56,Florence Griffith-Joyner,1988,200m,Female
26,21.72,Grace Jackson,1988,200m,Female
33,21.76,Florence Griffith-Joyner,1988,200m,Female
36,21.77,Florence Griffith-Joyner,1988,200m,Female
73,21.84,Heike Drechsler,1988,200m,Female
80,21.85,Florence Griffith-Joyner,1988,200m,Female
121,21.93,Pam Marshall,1988,200m,Female
129,21.94,Heike Drechsler,1988,200m,Female
138,21.95,Heike Drechsler,1988,200m,Female
145,21.96,Florence Griffith-Joyner,1988,200m,Female
177,21.99,Heike Drechsler,1988,200m,Female
177,21.99,Merlene Ottey,1988,200m,Female
215,22.02,Gwen Torrence,1988,200m,Female
286,22.07,Merlene Ottey,1988,200m,Female
308,22.08,Heike Drechsler,1988,200m,Female
324,22.09,Silke Möller,1988,200m,Female
363,22.11,Valerie Brisco,1988,200m,Female
399,22.13,Grace Jackson,1988,200m,Female
442,22.15,Florence Griffith-Joyner USA,1988,200m,Female
442,22.15,Silke Möller,1988,200m,Female
484,22.17,Gwen Torrence,1988,200m,Female
530,22.19,Silke Möller,1988,200m,Female
647,22.23,Merlene Ottey,1988,200m,Female
647,22.23,Dannette Young,1988,200m,Female
678,22.24,Maya Azarashvili,1988,200m,Female
678,22.24,Grace Jackson,1988,200m,Female
712,22.25,Gwen Torrence,1988,200m,Female
741,22.26,Gwen Torrence,1988,200m,Female
741,22.26,Dannette Young,1988,200m,Female
786,22.27,Grace Jackson,1988,200m,Female
786,22.27,Heike Drechsler,1988,200m,Female
814,22.28,Marlies Göhr,1988,200m,Female
882,22.3,Silke Möller,1988,200m,Female
882,22.3,Jackie Joyner-Kersee,1988,200m,Female
882,22.3,Merlene Ottey,1988,200m,Female
920,22.31,Pam Marshall,1988,200m,Female
920,22.31,Dannette Young,1988,200m,Female
1014,22.33,Gwen Torrence,1988,200m,Female
1014,22.33,Maya Azarashvili,1988,200m,Female
1053,22.34,Dannette Young,1988,200m,Female
1144,22.36,Kerstin Behrendt,1988,200m,Female
1144,22.36,Valerie Brisco,1988,200m,Female
1144,22.36,Grace Jackson,1988,200m,Female
1187,22.37,Grace Jackson,1988,200m,Female
1187,22.37,Maya Azarashvili,1988,200m,Female
1242,22.38,Heike Drechsler,1988,200m,Female
1301,22.39,Alice Brown,1988,200m,Female
1301,22.39,Dannette Young,1988,200m,Female
1355,22.4,Grace Jackson,1988,200m,Female
1435,22.42,Galina Malchugina,1988,200m,Female
1486,22.43,Dannette Young USA,1988,200m,Female
1486,22.43,Grace Jackson JAM,1988,200m,Female
1486,22.43,Mary Onyali,1988,200m,Female
1533,22.44,Dannette Young,1988,200m,Female
1798,22.48,Heike Drechsler,1988,200m,Female
1841,22.49,Mary Onyali,1988,200m,Female
1990,22.51,Dannette Young,1988,200m,Female
1990,22.51,Katrin Krabbe,1988,200m,Female
1990,22.51,Florence Griffith-Joyner,1988,200m,Female
2058,22.52,Dannette Young,1988,200m,Female
2058,22.52,Maya Azarashvili,1988,200m,Female
2115,22.53,Grace Jackson JAM,1988,200m,Female
2115,22.53,Nadezhda Georgieva,1988,200m,Female
2115,22.53,Alice Brown,1988,200m,Female
2115,22.53,Gwen Torrence,1988,200m,Female
2194,22.54,Silke Möller,1988,200m,Female
2194,22.54,Galina Malchugina,1988,200m,Female
2265,22.55,Galina Malchugina,1988,200m,Female
2356,22.56,Silke Möller,1988,200m,Female
2356,22.56,Jackie Joyner-Kersee,1988,200m,Female
2441,22.57,Nadezhda Georgieva,1988,200m,Female
2527,22.58,Diane Dixon USA 23.09.64,1988,200m,Female
2624,22.59,Juliet Cuthbert,1988,200m,Female
2624,22.59,Grace Jackson,1988,200m,Female
2624,22.59,Katrin Krabbe,1988,200m,Female
247,22.04,Dawn Sowell,1989,200m,Female
276,22.06,Evette de Klerk,1989,200m,Female
344,22.1,Evette de Klerk,1989,200m,Female
591,22.21,Merlene Ottey,1989,200m,Female
647,22.23,Merlene Ottey JAM,1989,200m,Female
647,22.23,Silke Möller,1989,200m,Female
678,22.24,Merlene Ottey,1989,200m,Female
814,22.28,Merlene Ottey,1989,200m,Female
843,22.29,Dannette Young,1989,200m,Female
971,22.32,Merlene Ottey,1989,200m,Female
1144,22.36,Merlene Ottey,1989,200m,Female
1144,22.36,Jackson JAM,1989,200m,Female
1144,22.36,Marie-José Pérec FRA,1989,200m,Female
1590,22.45,de Klerk,1989,200m,Female
1590,22.45,Mary Onyali,1989,200m,Female
